,,Id,Journal,Year,Volume,page1,page2,Author,Title,type,,,,
,,"[Elliott, 1989 #849]","Elliott, S., Atmos. Environ. 1989, 23, 1977-1980.",,,,,,,,,,,
,,"[Elsaesser, 2009 #946]","Elsaesser, T., Accounts of Chemical Research 2009, 42, 1220-1228.",,,,,,,,,,,
,,"[Emel'yanenko, 2007 #1089]","Emel'yanenko, V. N.; Verevkin, S. P.; Krol, O. V.; Varushchenko, R. M.; Chelovskaya, N. V., J. Chem. Thermodyn. 2007, 39, 594-601.",,,,,,,,,,,
,,"[Ertel, 1990 #1011]","Ertel, K. D.; Heasley, R. A.; Koegel, C.; Chakrabarati, A.; Carstensen, J. T., J. Pharm. Sci. 1990, 79, 552.",,,,,,,,,,,
,,"[Evans, 2008 #924]","Evans, L. A.; Fey, N.; Harvey, J. N.; Hose, D.; Lloyd-Jones, G. C.; Murray, P.; Orpen, A. G.; Osborne, R.; Owen-Smith, G. J. J.; Purdie, M., J. Am. Chem. Soc. 2008, 130, 14471-+.",,,,,,,,,,,
,,"[Fayer, 2009 #945]","Fayer, M. D.; Moilanen, D. E.; Wong, D.; Rosenfeld, D. E.; Fenn, E. E.; Park, S., Accounts of Chemical Research 2009, 42, 1210-1219.",,,,,,,,,,,
,,"[Felder, 1986 #850]","Felder, J. D.; Adams, W. J.; Saeger, V. W., Environ. Toxicol. Chem. 1986, 5, 777-784.",,,,,,,,,,,
,,"[Feldhake, 1963 #851]","Feldhake, C. J.; Stevens, C. D., J. Chem. Eng. Data 1963, 8, 196-197.",,,,,,,,,,,
,,"[Feller, 2008 #927]","Feller, M.; Iron, M. A.; Shimon, L. J. W.; Diskin-Posner, Y.; Leitus, G.; Milstein, D., J. Am. Chem. Soc. 2008, 130, 14374-14375.",,,,,,,,,,,
,,"[Ferro, 1983 #28143]","Ferro, D.; Piacente, V.; Scardala, P., Therm. Acta 1983, 68, 329-339.",,,,,,,,,,,
,,"[Ferro, 1987 #769]","Ferro, D.; Barone, G.; Della Gatta, G.; Piacente, V., J.Chem. Thermodynam. 1987, 19, 915-923.",,,,,,,,,,,
,,"[Fersner, 2009 #903]","Fersner, A.; Karty, J. M.; Mo, Y. R., J. Org. Chem. 2009, 74, 7245-7253.",,,,,,,,,,,
,,"[Filosofo, 1950 #981]","Filosofo, I.; Merlin, M.; Rostagni, A., Il Nuovo Cimento 1950, 7, 59-75.",,,,,,,,,,,
,,"[Flores, 1999 #944]","Flores, H.; Davalos, J. Z. A. J. L. M.; Castano, O.; Gomperts, R.; Jimenez, P.; Notario, R.; Roux, M. V., J. Phy. Chem. A 1999, 103, 7555-7557.",,,,,,,,,,,
,,"[Foster, 1994 #852]","Foster, P.; Ferronato, C.; Jacob, V., Fresenius Environmental Bulletin 1994, 3, 318-323.",,,,,,,,,,,
,,"[Freedman, 2008 #541]","Freedman, A.; Kebabian, P. L.; Li, Z.; Robinson, W. A.; Wormhoudt, J. C., Measurement Science and Technology 2008, 19, 1-8.",,,,,,,,,,,
,,"[Friesen, 1985 #28144]","Friesen, K. J.; Sarna, L. P.; Webster, G. R. B., Chemosphere 1985, 14, 1267-1274.",,,,,,,,,,,
,,"[Fujikawa, 2007 #28145]","Fujikawa, M.; Nakao, K.; Shimizu, R.; Akamatsu, M., Bioorganic and Medicinal Chemistry 2007, 15, 3756-3767.",,,,,,,,,,,
,,"[Fukuoka, 1983 #770]","Fukuoka, E.; Kimura, S.; Yamazaki, M.; Tanaka, T., Chemical and Pharmaceutical Bulletin 1983, 31, 221-229.",,,,,,,,,,,
,,"[ Font, 1994 #720]","Font, J.; Muntasell, J., Thermochimica Acta 1994, 246, 57-64.",,,,,,,,,,,
,,"[Emel'yanenko, 2005 #900]","Emel'yanenko, V.; Strutynska, A.; Verevkin, S., J. Phy. Chem. A 2005, 109, 4375-4380.",,,,,,,,,,,
,,"[Emel'yanenko, 2008 #901]","Emel'yanenko, V. N.; Verevkin, S. P., J.Chem. Thermodynam. 2008, 40, 1661-1665.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Binder G,,,,,,,,,,,,,,
Already in the DB,"<Gautier, 2003>","[Gautier, 2003 #5]","Gautier, C.; Le Calve, S.; Mirabel, P., Atm. Environ. 2003, 37, 2347-2353.",,,,,,,,,,,
Complete,"<Gaynor, 1981>","[Gaynor, 1981 #40]","Gaynor, J. D.; Van Volk, V., J. Agric. Food. Chem. 1981, 29, 1143-1146.",,,,,,,,,,,
Already in the DB,,"[Green, 1967 #51]","Green, H. S.; Jones, F., Trans. Faraday Soc. 1967, 63, 1612-1619.",,,,,,,,,,,
Complete,"<Gao, 1998>","[Shao, 1998 #527]","Shao, L.; Yu, H.; Gao, J., Journal of Physical Chemistry A, 102, 10366-10373 1998, 102, 10366-10373.",,,,,,,,,,,
Not Done Yet,,"[Gamble, 1967 #548]","Gamble, D. S., Can. J. Chem. 1967, 48, 2805-2812.",,,,,,,,,,,
no need - only thf and mainly not water,,"<Gan, 1989>",No Reference / Tag is Temporary,,,,,,,,,,,
Complete,"<Gao, 2002>","[Gao, 2002 #559]","Gao, H.; Shanmugasundaram, V.; Lee, P., Pharmaceutical Research 2002, 19, 497-503.",,,,,,,,,,,
Complete,"<Gerstl, 1987>","[Gerstl, 1987 #551]","Gerstl, Z.; Helling, C. S., Journal of Environmental Science and Health B 1987, 22, 55-69.",,,,,,,,,,,
Already in the DB,"<Getzen, 1971>","[Getzen, 1971 #14]","Getzen, F. W.; Ward, T. M., Ind. Eng. Chem. Prod. Res. Develop. 1971, 10, 122-132.",,,,,,,,,,,
Complete,"<Gigli, 2002>","[Gigli, 2002 #553]","Gigli, G.; Balducci, G.; Markov, V. Y.; Boltalina, O. V.; Goryunkov, A. A.; Siorov, L. N.; Taylor, R., J.Chem. Thermodynam. 2002, 34, 57-61.",,,,,,,,,,,
Complete,"<Gile, 1979>","[Gile, 1979 #550]","Gile, J. D. G. J. W., J. Agric. Food. Chem. 1979, 27, 1159-1164.",,,,,,,,,,,
Complete,"<Gile, 1981>","[Gile, 1981 #549]","Gile, J. D.; Gillett, J. W., J. Agric. Food. Chem. 1981, 29, 616-621.",,,,,,,,,,,
Complete,"<Giustini, 1998>","[Giustini, 1998 #528]","Giustini, A.; Brunetti, B.; Piacente, V., J. Chem. Eng. Data 1998, 43, 447-450.",,,,,,,,,,,
Complete,"<Goel, 2007>","[Goel, 2007 #552]","Goel, A.; McConnell, L. L.; Torrents, A., Journal of Environmental Science and Health B 2007, 42, 343-349.",,,,,,,,,,,
Complete,"<Goldfarb, 2008a>","[Goldfarb, 2008 #554]","Goldfarb, J. L.; Suuberg, E. M., J.Chem. Thermodynam. 2008, 40, 460-466.",,,,,,,,,,,
Complete,"<Goldfarb, 2008b>","[Goldfarb, 2008 #529]","Goldfarb, J. L.; Suuberg, E. M., J. Chem. Eng. Data 2008, 53, 670-676.",,,,,,,,,,,
Complete,"<Golov, 1970>","[Golov, 1970 #558]","Golov, V. G.; Kuznetsova, L. V., Russian Journal of Applied Chemistry 1970, 43, 1987-1992.",,,,,,,,,,,
Not Done Yet,"<Gomes, 2007a>","[Gomes, 2007 #556]","Gomes, J. R. B.; Sousa, E. A.; Gomes, P.; Vale, N.; Gocalves, J. M.; Pandey, S.; Acree, W. E.; Ribeiro da Silva, M., Journal of Physical Chemistry A 2007, 111, 2075-2080.",,,,,,,,,,,
Not Done Yet,"<Gomes, 2007b>","[Gomes, 2007 #557]","Gomes, J. R. B.; Sousa, E. A.; Goncalves, J. M.; Gales, L.; Damas, A. M.; Gomes, P.; Pandey, S.; Acress, W. E.; Ribeiro da Silva, M., Journal of Physical Organic Chemistry 2007, 20, 491-498.",,,,,,,,,,,
Complete,"<Goodman, 1997>","[Goodman, 1997 #530]","Goodman, M. A., J. Chem. Eng. Data 1997, 42, 1227-1231.",,,,,,,,,,,
Complete,"<Goring, 1967>","[Goring, 1967 #555]","Goring, C. A. I., Annual Review of Phytopathology 1967, 5, 285-317.",,,,,,,,,,,
Complete,"<Gothard, 1973>","[Gothard, 1973 #564]","Gothard, F. A.; Menianu, D. C.; Breban, D. G.; Cristea, C. I., J. Chem. Eng. Data 1973, 18, 381-384.",,,,,,,,,,,
Complete,"<Gramatica, 2002a>","[Gramatica, 2002 #568]","Gramatica, P.; Pozzi, S.; Consonni, V.; DiGuardo, A., SAR AND QSAR IN ENVIRONMENTAL RESEARCH 2002, 13, 205-217.",,,,,,,,,,,
Complete,"<Gramatica, 2002b>","[Gramatica, 2002 #566]","Gramatica, P.; DiGuardo, A., Chemosphere 2002, 47, 947-956.",,,,,,,,,,,
Complete,"<Gramatica, 2004>","[Gramatica, 2004 #569]","Gramatica, P.; Papa, E.; Battaini, F., INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY 2004, 84, 65-74.",,,,,,,,,,,
Already in the DB,"<Granger, 1921>","[Granger, 1921 #567]","Granger, F. S.; Nelson, J. M., J. Am. Chem. Soc. 1921, 43, 1401-1415.",,,,,,,,,,,
Abstract Only,"<Grant, 1984>","[Grant, 1984 #561]","Grant, D.; Higuchi, T.; Hwang, Y.; Rytting, J., J. Soln. Chem. 1984, 13, 297-311.",,,,,,,,,,,
Complete,"<Grant, 1990>","[Grant, 1990 #560]","Grant, D.; Higuchi, T., book; vol 21 in Techniques of Chemistry, ed WH Saunders, Wiley NY 1990 1990.",,,,,,,,,,,
Complete,"<Grayson, 1982a>","[Grayson, 1982 #33]","Grayson, R. T.; Langner, E.; Wells, D., Pestic. Sci. 1982, 13, 552-556.",,,,,,,,,,,
Complete,"<Grayson, 1982b>","[Grayson, 1982 #34]","Grayson, R. T.; Fosbraey, L. A., Pestic. Sci. 1982, 13, 269-278.",,,,,,,,,,,
Complete,"<Green, 2000>","[Green, 2000 #29]","Green, C. E.; Abraham, M. H.; Acree, W. E.; DeFina, K. M.; Sharp, T. L., Pest Manag. Sci. 2000, 56, 1043-1053.",,,,,,,,,,,
in,,"[Green, 1967 #51]",,,,,,,,,,,,
Complete,"<Guckel, 1973>","[Gueckel, 1973 #96]","Gueckel, W.; Synnaatschke, G.; Rittig, R., Pestic. Sci. 1973, 4, 137-147.",,,,,,,,,,,
Abstract Only noneed,"<Guckel, 1974>",,No Reference / Tag is Temporary,,,,,,,,,,,
Complete,"<Guckel, 1995>","[Gueckel, 1995 #36]","Gueckel, W.; Kaestel, R.; Kroehl, T.; Parg, A., Pestic. Sci. 1995, 45, 27-31.",,,,,,,,,,,
Complete,"<Guo, 2007>","[Guo, 2007 #565]","Guo, X. X.; Brimblecombe, P., Chemosphere 2007, 68, 436-444.",,,,,,,,,,,
,,"[Gaffney, 1987 #853]","Gaffney, J. S.; Streit, G. E.; Spall, W. D.; Hall, J. H., Environ. Sci. Technol. 1987, 21, 519-524.",,,,,,,,,,,
,,"[Galan-Estella, 1988 #28146]","Galan-Estella, F.; Gonzalez-Julian, J.; Aguado-Rodriguez, P., Phytochemistry 1988, 27, 3069-3073.",,,,,,,,,,,
,,"[Gao, 2008 #1031]","Gao, S.; Cao, C. Z., International Journal of Molecular Sciences 2008, 9, 962-977.",,,,,,,,,,,
,,"[Garcia-Rio, 2009 #952]","Garcia-Rio, L.; Mejuto, J. C.; Parajo, M.; Perez-Lorenzo, M., European Journal of Organic Chemistry 2009, 26, 4525-4533.",,,,,,,,,,,
,,"[Garzon, 2004 #771]","Garzon, L. C.; Martinez, F., J. Soln. Chem. 2004, 33, 1379-1395.",,,,,,,,,,,
,,"[Gerasimenko, 1969 #28147]","Gerasimenko, Y. E.; Tkachenko, S. S.; Shteinberg, Y. B., Reakstionnaya Sposobnost Organicheskhii Soedinemii 1969, 6, 1065-1072.",,,,,,,,,,,
,,"[Gerber, 1998 #1056]","Gerber, P. R., Journal of Computer Aided Molecular Design 1998, 1, 37-51.",,,,,,,,,,,
,,"[Ghodrati, 1994 #28148]","Ghodrati, F.; Lavoie, E. J., Drug Design and Discovery 1994, 11, 135-147.",,,,,,,,,,,
,,"[Glotfelty, 1990 #28149]","Glotfelty, D. E.; Majewski, M. S.; Seiber, J. N., Environ. Sci. Technol. 1990, 24, 353-357.",,,,,,,,,,,
,,"[Goicolea, 1991 #28150]","Goicolea, A.; Arranz, J. F.; Barrio, R. J., Anales de Quimica 1991, 87, 163-166.",,,,,,,,,,,
,,"[Goldberg, 1989 #772]","Goldberg, R. N.; Tewari, Y. B., J. Phys. Chem. Ref. Data. 1989, 18, 809-880.",,,,,,,,,,,
,,"[Gomes, 2007 #28151]","Gomes, J. R. B.; Sousa, E. A.; Gomes, P.; Vale, N.; Goncalves, J. M.; Pandey, S.; Acree, W. E., Jr.; Ribeiro da Silva, M., J. Phys. Chem. B 2007, 111, 2075-2080.",,,,,,,,,,,
,,"[Gonzalez-Olmos, 2008 #817]","Gonzalez-Olmos, R.; Iglesias, M., Chemosphere 2008, 71, 2098-2105.",,,,,,,,,,,
,,"[Gossett, 1987 #854]","Gossett, J. M., Environ. Sci. Technol. 1987, 21, 202-208.",,,,,,,,,,,
,,"[Govorchin, 1984 #28152]","Govorchin, S. W.; Kana'an, A. S.; Kanamueller, J. M., J. Chem. Thermodyn. 1984, 16, 703-709.",,,,,,,,,,,
,,"[Grant, 2001 #943]","Grant, J. A.; Pickup, B. T.; Nicholls, A., Journal of Computational Chemistry 2001, 22, 608-640.",,,,,,,,,,,
,,"[Grant, 2007 #934]","Grant, J. A. P. B. T.; Sykes, M. J.; Kitchen, C. A.; Nicholls, A., Physical Chemistry Chemical Physics 2007, 9, 4913-4922.",,,,,,,,,,,
,,"[Greig, 2009 #909]","Greig, I. R.; Macauley, M. S.; Williams, I. H.; Vocadlo, D. J., J. Am. Chem. Soc. 2009, 131, 13415-13422.",,,,,,,,,,,
,,"[Griesser, 1999 #28153]","Griesser, U. J.; Szelagiewicz, M.; Hofmeierk, U. C.; Pitt, C.; Cianferani, S., Journal of Thermal Analysis and Calorimetry 1999, 57, 45-60.",,,,,,,,,,,
,,"[Gupta, 2000 #773]","Gupta, O. D.; Twamley, B.; Kirchmeier, R. L.; Shreeve, J. M., Journal of Fluorine Chemistry 2000, 106, 199-204.",,,,,,,,,,,
,,"[Guthrie, 2009 #942]","Guthrie, J. P., Journal of Physical Chemistry B 2009, 113, 000-000.",,,,,,,,,,,
,,"[ Gigli, 1973 #721]","Gigli, R.; Malaspina, L.; Bardi, G., Annali di Chimica 1973, 63, 627-633.",,,,,,,,,,,
,,"[ Goldfarb, 2008 #722]","Goldfarb, J. L.; Suuberg, E. M., Environ. Toxicol. Chem. 2008, 27, 1244-1249.",,,,,,,,,,,
,,"[Goldfarb, 2008 #529]","Goldfarb, J. L.; Suuberg, E. M., J. Chem. Eng. Data 2008, 53, 670-676.",,,,,,,,,,,
,,"[Graziano, 1999 #1057]","Graziano, G., Biophysical Chemistry 1999, 82, 69-79.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Binder H-I-J,,,,,,,,,,,,,,
entered,,"[Haimi, 2006 #573]","Haimi, P.; Uusi-Kyyny, P.; Pokki, J. P.; Aittamaa, J.; Keskinen, K. I., Fl. Phase Eq. 2006, 243, 126-132.",,,,,,,,,,,
Complete,,"[Halfon, 1996 #574]","Halfon, E.; Galassi, S.; Bruggemann, R.; Provini, A., Chemosphere 1996, 33, 1543-1562.",,,,,,,,,,,
Complete,,"[Hamilton, 1980 #576]","Hamilton, D. J., JOURNAL OF CHROMATOGRAPHY 1980, 195, 75-83.",,,,,,,,,,,
Complete,,"[Hammett, 1934 #577]","Hammett, L. P.; Chapman, R. P., J. Am. Chem. Soc. 1934, 56, 1282-1285.",,,,,,,,,,,
Complete,,"[Harner, 2002 #572]","Harner, T.; Bidleman, T. F., J. Chem. Eng. Data 2002, 47, 228-232.",,,,,,,,,,,
Complete,,"[Harner, 2000 #579]","Harner, T.; Green, N. J. L.; Jones, K. C., Environ. Sci. Technol. 2000, 34, 3109-3114.",,,,,,,,,,,
Complete,,"[Harner, 1998 #571]","Harner, T.; Bidleman, T. F., J. Chem. Eng. Data 1998, 43, 40-46.",,,,,,,,,,,
Complete,,"[Harner, 1995 #578]","Harner, T.; Mackay, D., Environ. Sci. Technol. 1995, 29, 1599-1606.",,,,,,,,,,,
Complete,,"[Harner, 1996 #570]","Harner, T.; Bidleman, T. F., J. Chem. Eng. Data 1996, 41, 895-899.",,,,,,,,,,,
Complete,,"[Harrison, 2002 #580]","Harrison, M. A. J.; Cape, J. N.; Heal, M. R., Atm. Environ. 2002, 36, 1843-1851.",,,,,,,,,,,
Complete,,"[vonHartungen, 2004 #581]","vonHartungen, E.; Wisthaler, A.; Mikoviny, T.; Jaksch, D.; Boscaini, E.; Dunphy, P. J.; Mark, T., Int. J.  Mass Spectrom. 2004, 239, 243-248.",,,,,,,,,,,
Complete,,"[Hauff, 1998 #575]","Hauff, K.; Fischer, R. G.; Ballschmiter, K., Chemosphere 1998, 37, 2599-2615.",,,,,,,,,,,
Complete,,"[Hay, 1990 #582]","Hay, J. V., Pestic. Sci. 1990, 29, 247-261.",,,,,,,,,,,
Complete,,"[Hellmann, 1987 #596]","Hellmann, H., Fresenius Zeitschrift fuer Analytische Chemie 1987, 328, 475-479.",,,,,,,,,,,
Abstract Only,,"<Hellpointner, 2004>",No Reference / Tag is Temporary,,,,,,,,,,,
Complete,,"[Herskovits, 1974 #236]","Herskovits, T. T.; Bowen, J. J., Biochemistry 1974, 13, 5474-5483.",,,,,,,,,,,
Complete,,"[ Herskovits, 1972 #237]","Herskovits, T. T.; Harrington, J. P., Biochemistry 1972, 11, 4800-4811.",,,,,,,,,,,
Not Done Yet,,"[ Hine, 1975 #238]","Hine, J.; Mookerjee, P. K., J. Org. Chem. 1975, 40, 292-298.",,** Tables are too small to read properly. Have saved a PDF,,,,,,,,,
in,,"[Hine, 1965 #562]","Hine, J.; Weimar, R. D., JACS 87 3387         1965 TA TT TQ 1965, 87, 3387.",,,,,,,,,,,
Already in the DB,"<Hinckley, 1990>","[Hinckley, 1990 #67]","Hinckley, D. A.; Bidleman, T. F.; Foreman, W. T.; Tuschall, J. R., J. Chem. Eng. Data 1990, 35, 232-237.",,,,,,,,,,,
Not Done Yet,,"[ Hinks, 2003 #239]","Hinks, D.; Rafiq, M. I.; Price, D. M.; Montero, G. A.; Smith, B., Color Technology 2003, 119, 84-90.",,,,,,,,,,,
Complete,,"[ Hirt, 1960 #240]","Hirt, R. C.; Steger, J. E.; Simard, G. L., J. Polymer Sci. 1960, 43, 319-323.",,,,,,,,,,,
no data,,"[ Honig, 1992 #241]","Honig, B.; Sharp, K.; Jean-Charles, A., J. Phys. Chem. 1992, 96, 3822-3828.",,,,,,,,,,,
Complete,,"[ Hoover, 2004 #242]","Hoover, K. R.; Stovall, D. M.; Pustejovsky, E.; Coaxum, R.; Pop, K.; Acree, W. E.; Abraham, M. H., Can. J. Chem. 2004, 82, 1253-1360.",,,,,,,,,,,
Already in the DB,,"[ Hou, 1991 #243]","Hou, M.; Baughman, G. L.; Perenich, T. A., Dyes and Pigments 1991, 16, 291-297.",,,,,,,,,,,
Complete,,"[Hou, 2005 #563]","Hou, T.; Zhang, W.; Huang, Q.; Xu, X., JOURNAL OF MOLECULAR MODELING, 11, 26-40, 2005 2005, 11, 26-40.",,,,,,,,,,,
Complete,,"[ Hovorka, 1997 #246]","Hovorka, S.; Dohnal, V., J. Chem. Eng. Data 1997, 42, 924-933.",,,,,,,,,,,
Already in the DB,,"[ Howard, 1985 #247]","Howard, P. H.; Banerjee, S.; Robillard, K. H., Environ. Toxicol. Chem. 1985, 4, 653-661.",,,,,,,,,,,
Complete,,"[ Hurle, 1972 #244]","Hurle, K. B.; Freed, V. H., Weed Research 1972, 12, 1-10.",,,,,,,,,,,
Not Done Yet - See Papers in Progress,,"[Huuskonen, 2000 #583]","Huuskonen, J., Journal of Chemical Information and Computer Sciences, 40, 773-777 2000, 40, 773-777.",,,,,,,,,,,
Complete,,"[ Huuskonen, 2001 #245]","Huuskonen, J., Environ. Toxicol. Chem. 2001, 20, 491-497.",,,,,,,,,,,
Not Done Yet - See Papers in Progress,,"[ Hwang, 1992 #248]","Hwang, Y.; Olson, J. D.; Keller, G. E., Ind. Eng. Chem. Res. 1992, 31, 1759-1768.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Complete,,"[ In, 2005 #249]","In, Y.; Chai, H. H.; No, K. T., J. Chem. Inf. Model. 2005, 45, 254-263.",,,,,,,,,,,
Abstract Only,,"[ Ishihara, 1996 #250]","Ishihara, Y.; Takano, J.; Yasuoka, T.; Mitsuzawa, S., Nipporn Kagaku Kaishi 1996, 11, 987-990.",,,,,,,,,,,
Complete,,"[ Iraci, 1999 #251]","Iraci, L. T.; Baker, B. M.; Tyndall, G. S.; Orlando, J. J., J. Atmos. Chem. 1999, 33, 321-330.",,,,,,,,,,,
Complete,,"[ Jadhav, 1995 #252]","Jadhav, V. K.; Dixit, B. A.; Tavare, N. S., J. Chem. Eng. Data 1995, 40, 669-673.",,,,,,,,,,,
Abstract Only,,"[ Jakli, 1982 #253]","Jakli, G.; Van Hook, W. A., Anal. Chem. Symposia Series 1982, 11, 23-28.",,,,,,,,,,,
Already in the DB,,"[ Jantunen, 2000 #256]","Jantunen, L. M. M.; Bidleman, T. F., Chemosphere - Global Change Science 2000, 2, 225-231.",,,,,,,,,,,
Already in the DB,,"[ Jantunen, 2006 #257]","Jantunen, L. M. M.; Bidleman, T. F., Chemosphere 2006, 62, 1689-1696.",,,,,,,,,,,
Abstract Only,,"[ Jensen, 1966 #258]","Jensen, D. J.; Schall, E. D., J. Agric. Food. Chem. 1966, 14, 123-126.",,,,,,,,,,,
Complete,,"[ Ji, 2007 #259]","Ji, C.; Evans, E. M., Environ. Toxicol. Chem. 2007, 26, 231-236.",,,,,,,,,,,
Complete,,"[ Jimenez, 1997 #260]","Jimenez, P.; Roux, M. V.; Davalos, J. Z.; Martin-Luengo, M. A.; Abboud, J. L. M., J. Chem. Therm. 1997, 29, 1281-1288.",,,,,,,,,,,
Complete,,"[ Jimenez, 1999 #261]","Jimenez, P.; Roux, M. V.; Davalos, J. Z.; Abboud, J. L. M.; Molina, M. T., J. Chem. Therm. 1999, 31, 263-271.",,,,,,,,,,,
Complete,,"[ Jimenez, 2002 #262]","Jimenez, P.; Roux, M. V.; Davalos, J. Z.; Molina, M. T., J. Chem. Therm. 2002, 34, 1117-1126.",,,,,,,,,,,
Complete,,"[ Jolliet, 2005 #263]","Jolliet, O.; Hauschild, M., Environ. Sci. Technol. 2005, 39, 4513-4522.",,,,,,,,,,,
Complete,,"[ Jorgensen, 1993 #264]","Jorgensen, W. L.; Orozco, M.; Luque, F. J., J. Comp. Chem. 1993, 14, 1498-1503.",,,,,,,,,,,
,,"[Hadjoudj, 2004 #28154]","Hadjoudj, R.; Monnier, H.; Roizard, C.; Lapicque, F., Ind. Eng. Chem. Res. 2004, 43, 2238-2246.",,,,,,,,,,,
,,"[Hait, 1993 #28139]","Hait, M. J.; Liotta, C. L.; Eckert, C. A.; Bergmann, D. L.; Karachewski, A. M.; Dallas, A. J.; Eikens, D. I.; Li, J. J.; Carr, P. W.; Poe, R. B.; Rutan, S. C., Ind. Eng. Chem. Res. 1993, 32, 2905-2914.",,,,,,,,,,,
,,"[Hamelink, 1996 #855]","Hamelink, J. L.; Simon, P. B.; Silberhorn, E. M., Environ. Sci. Technol. 1996, 30, 1946-1952.",,,,,,,,,,,
,,"[Hanson, 2009 #1081]","Hanson, D. R.; Koppes, M.; Stoffers, A.; Harsdorf, R.; Edelen, K., Int. J.  Mass Spectrom. 2009, 282, 28-37.",,,,,,,,,,,
,,"[Hao, 2008 #1048]","Hao, L.; Wei, H. Y., J. Chem. Eng. Data 2008, 53, 1679-1681.",,,,,,,,,,,
,,"[Hawthorne, 1985 #856]","Hawthorne, S. B.; Sievers, R. E.; Markley, R. M., Environ. Sci. Technol. 1985, 19, 992-997.",,,,,,,,,,,
,,"[Hegarty, 2008 #929]","Hegarty, A. F. W. V. E., arkivoc 2008, 0, 161-182.",,,,,,,,,,,
,,"[Hellmann, 1987 #933]","Hellmann, H., Fresenius Zeitschrift fuer Analytische Chemie 1987, 328, 475-579.",,,,,,,,,,,
,,"[Herrington, 1982 #28155]","Herrington, T. M.; Mole, E. L., J. Chem. Soc. 1982, 78, 213-223.",,,,,,,,,,,
,,"[Hilal, 2008 #818]","Hilal, S. H.; Ayyampalayam, S. N.; Carreira, L. A., Environ. Sci. Technol. 2008, 42, 9231-9236.",,,,,,,,,,,
,,"[Hiraoka, 2008 #923]","Hiraoka, S.; Harano, K.; Shiro, M.; Shionoya, M., J. Am. Chem. Soc. 2008, 130, 14368-+.",,,,,,,,,,,
,,"[Hosseini, 2005 #988]","Hosseini, S. M. A.; Naghibi, H.; Peikar, M. H.; Jamalizadeh, E., Asian Journal of Chemistry 2005, 18, 351-355.",,,,,,,,,,,
,,"[Hoten, 1967 #90]","Hoten, M.; Okada, S., Sen'i Gakkaishi 1967, 23, 321-326.",,,,,,,,,,,
,,"[Hou, 2002 #899]","Hou, T.; Qiao, X.; Zhang, W.; Xu, X., J. Phys. Chem. B 2002, 106, 11295-11304.",,,,,,,,,,,
,,"[Hovorka, 2002 #1040]","Hovorka, S.; Dohnal, V.; Roux, A. H.; Roux-Desgranges, G., Fl. Phase Eq. 2002, 201, 135-164.",,,,,,,,,,,
,,"[Hu, 2008 #925]","Hu, H.; Boone, A.; Yang, W. T., J. Am. Chem. Soc. 2008, 130, 14493-14503.",,,,,,,,,,,
,,"[Hunter Smith, 1983 #857]","Hunter Smith, R. J.; Balls, P. W.; Liss, P. S., Tellus 1983, 35, 170-176.",,,,,,,,,,,
,,"[Ip, 2009 #974]","Ip, H. S. S.; Huang, X. H. H.; Yu, J. Z., Geophysical Research Letters 2009, 36, 000-000.",,,,,,,,,,,
,,"[Ivie, 1972 #28158]","Ivie, G. W.; Knox, J. R.; Khalifa, S.; Yamamoto, I.; Casida, J. E., Bull. Environ. Contam. Toxicol. 1972, 7, 376-382.",,,,,,,,,,,
,,"[Ivin, 1947 #991]","Ivin, K. J.; Dainton, F. S., Trans. Faraday Soc. 1947, 43, 32-35.",,,,,,,,,,,
,,"[Jalbout, 2007 #774]","Jalbout, A. F.; Trzaskowski, B.; Xia, Y.; Li, Y.; Hu, X.; Li, H.; El-Nahas, A.; Adamowicz, L., Chemical Physics 2007, 332, 152-161.",,,,,,,,,,,
,,"[Jayasinghe, 1992 #858]","Jayasinghe, D. S.; Brownawell, B. J.; Chen, H.; Westall, J. C., Environ. Sci. Technol. 1992, 26, 2275-2281.",,,,,,,,,,,
,,"[Ji, 2008 #819]","Ji, C.; Day, S. E.; Ortega, S. A.; Beall, G. W., J. Chem. Eng. Data 2008, 53, 1093-1097.",,,,,,,,,,,
,,"[Jimenez, 1987 #28159]","Jimenez, P.; Roux, M. V.; Turrion, C.; Gomis, F., J. Chem. Thermodyn. 1987, 19, 985-992.",,,,,,,,,,,
,,"[Johanson, 1988 #859]","Johanson, G.; Dynesius, B., British Journal of Industrial Medicine 1988, 45, 561-564.",,,,,,,,,,,
,,"[Jonsdottir, 2002 #766]","Jonsdottir, S. O.; Cooke, S. A.; Macedo, E. A., carbohydrate Research 2002, 337, 1563-1571.",,,,,,,,,,,
,,"[Jorgensen, 2000 #820]","Jorgensen, W. L.; Duffy, E. M., Bioorganic and Medicinal Chemistry Letters 2000, 10, 1155-1158.",,,,,,,,,,,
,,"[Jover, 2004 #28160]","Jover, J.; Bosque, R.; Sales, J., Journal of Chemical Information and Computer Sciences 2004, 44, 1098-1106.",,,,,,,,,,,
